,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,discountlevel
60682,8,83.88,0,1,Surburban,0,Phone,Discount,0,4.917959729
60689,9,233.63,1,1,Surburban,1,Multichannel,Discount,0,13.99160728
60690,11,178.64,0,1,Surburban,1,Phone,Discount,1,21.25164553
60691,2,38.4,1,0,Urban,1,Phone,Discount,0,16.5960116
60694,9,71.65,0,1,Urban,1,Phone,Discount,0,10.78815739
60695,7,29.99,0,1,Rural,1,Phone,Discount,0,10.08869594
60696,2,184.33,0,1,Surburban,0,Web,Discount,0,12.98493065
60699,7,511.04,1,0,Surburban,1,Web,Discount,0,5.276410508
60703,9,294.5,1,0,Urban,1,Multichannel,Discount,0,9.619512586
60704,11,140.42,0,1,Urban,1,Phone,Discount,0,14.12198889
60705,10,41.7,0,1,Surburban,1,Web,Discount,0,0.059846411
60706,6,469.9,0,1,Surburban,1,Phone,Discount,0,6.533476137
60708,5,446.88,1,0,Surburban,0,Phone,Discount,0,9.728809404
60709,4,908.67,0,1,Surburban,1,Multichannel,Discount,0,15.73411612
60712,9,615.07,1,1,Urban,1,Phone,Discount,0,10.78559892
60715,3,69.3,0,1,Surburban,0,Web,Discount,0,7.201561479
60717,7,269.55,1,1,Rural,1,Web,Discount,1,22.03912048
60719,8,251.51,1,0,Urban,0,Web,Discount,0,5.64415717
60720,10,215.25,0,1,Urban,1,Phone,Discount,0,7.526651809
60721,1,683.59,1,0,Urban,1,Multichannel,Discount,1,27.68877941
60723,5,160.68,1,0,Surburban,0,Web,Discount,0,9.183242265
60725,10,68.99,1,0,Urban,1,Phone,Discount,0,8.940486094
60726,5,255.39,1,0,Surburban,0,Web,Discount,0,9.81833096
60728,9,221.36,1,1,Rural,0,Multichannel,Discount,0,18.52055787
60731,4,70.24,1,0,Surburban,1,Web,Discount,0,6.359633984
60732,3,270.15,1,0,Urban,0,Phone,Discount,1,28.14538044
60733,7,133.87,1,0,Rural,0,Phone,Discount,1,26.20817655
60744,4,576.11,1,1,Surburban,1,Web,Discount,0,12.77806314
60746,3,262.87,1,0,Surburban,0,Phone,Discount,1,26.40782452
60748,10,306.33,0,1,Surburban,0,Multichannel,Discount,0,12.63965108
60749,10,289.13,0,1,Rural,1,Phone,Discount,0,9.325035164
60759,11,74.31,0,1,Urban,1,Phone,Discount,0,7.620635049
60766,9,56.04,0,1,Surburban,1,Phone,Discount,0,11.46899197
60767,2,55.96,0,1,Urban,0,Phone,Discount,0,8.435281317
60768,8,161.08,0,1,Surburban,1,Web,Discount,0,12.96915227
60769,10,254.73,1,1,Urban,1,Web,Discount,0,9.09535471
60771,2,63.72,1,0,Rural,1,Web,Discount,0,9.595624391
60772,7,85,0,1,Urban,1,Web,Discount,0,9.8937482
60773,9,53.05,0,1,Surburban,0,Phone,Discount,1,25.20521566
60776,1,583.96,0,1,Urban,1,Web,Discount,0,13.8407099
60778,10,145.87,1,0,Surburban,0,Phone,Discount,0,11.08421627
60780,9,51.68,0,1,Urban,1,Web,Discount,0,13.10747451
60781,1,781.7,0,1,Surburban,1,Phone,Discount,0,6.562168083
60784,4,818.49,1,1,Surburban,1,Multichannel,Discount,0,10.29277316
60787,3,76.43,0,1,Surburban,0,Phone,Discount,0,10.66124852
60790,10,211.08,1,1,Urban,1,Phone,Discount,0,6.329927728
60791,6,206.6,1,0,Surburban,0,Web,Discount,0,9.140276973
60792,1,548.54,1,0,Urban,1,Multichannel,Discount,0,16.17261445
60802,2,233.67,1,0,Surburban,0,Web,Discount,0,15.93305056
60810,6,553.47,0,1,Urban,1,Web,Discount,0,5.196091439
60811,5,29.99,1,0,Surburban,1,Web,Discount,0,2.522611499
60813,1,170.04,0,1,Rural,0,Phone,Discount,0,12.38961948
60815,2,74.03,1,0,Urban,0,Phone,Discount,0,17.52617029
60816,9,332.3,0,1,Urban,0,Web,Discount,0,12.17566878
60817,8,322.69,0,1,Surburban,0,Web,Discount,0,12.12215524
60820,6,81.8,1,0,Rural,0,Web,Discount,0,14.22692058
60832,11,138.92,1,0,Rural,1,Web,Discount,0,15.58463497
60835,10,170.74,0,1,Surburban,1,Web,Discount,0,11.04099904
60836,9,276.19,1,0,Urban,0,Web,Discount,0,6.275787845
60843,3,46,0,1,Urban,0,Phone,Discount,0,13.78217558
60848,2,408.8,0,1,Urban,0,Multichannel,Discount,0,12.73713762
60850,3,254.97,1,0,Urban,1,Multichannel,Discount,1,24.46486627
60855,7,356.6,0,1,Surburban,0,Phone,Discount,0,8.298968022
60856,8,299.93,0,1,Surburban,0,Web,Discount,0,5.799045165
60859,4,29.99,1,0,Urban,0,Phone,Discount,0,6.612101136
60863,6,228.79,0,1,Urban,1,Web,Discount,0,7.140655861
60865,11,29.99,1,0,Urban,0,Web,Discount,0,9.902660601
60866,10,54.5,0,1,Urban,1,Phone,Discount,0,11.40198779
60868,6,155.75,0,1,Surburban,1,Phone,Discount,0,6.115232214
60873,6,93.13,0,1,Surburban,0,Phone,Discount,0,10.80957023
60874,10,248.05,1,0,Rural,1,Multichannel,Discount,0,12.86520705
60875,1,1374.91,1,1,Surburban,1,Multichannel,Discount,0,11.06583651
60881,6,304.09,1,0,Urban,0,Multichannel,Discount,1,27.32782848
60882,11,29.99,0,1,Surburban,0,Phone,Discount,1,23.81541545
60884,7,117.65,0,1,Surburban,0,Phone,Discount,0,8.581246433
60885,8,30.15,1,0,Surburban,1,Phone,Discount,0,6.390462246
60889,1,628.15,1,0,Surburban,1,Web,Discount,0,11.54018124
60890,12,204.22,1,0,Surburban,1,Web,Discount,0,12.15612814
60893,3,150.18,1,0,Surburban,1,Phone,Discount,0,17.23327364
60897,10,29.99,0,1,Urban,1,Phone,Discount,0,5.745383971
60899,7,271.97,1,0,Surburban,1,Phone,Discount,0,5.05734786
60900,5,150.02,0,1,Rural,0,Phone,Discount,0,8.572056447
60901,12,48.24,0,1,Surburban,1,Web,Discount,0,6.571622453
60904,9,479.08,1,0,Urban,0,Multichannel,Discount,0,15.3372414
60907,4,149.44,0,1,Surburban,0,Web,Discount,0,14.1127314
60910,6,30.77,0,1,Rural,1,Web,Discount,1,19.83828793
60915,2,644.66,1,1,Urban,1,Multichannel,Discount,0,13.68502655
60917,6,353.69,1,1,Urban,0,Web,Discount,0,17.07305474
60920,6,197.04,0,1,Surburban,0,Web,Discount,0,11.66031299
60921,3,359.29,0,1,Surburban,0,Phone,Discount,0,5.013514946
60922,1,264.45,0,1,Surburban,0,Multichannel,Discount,1,24.17023952
60927,7,103.34,0,1,Urban,1,Phone,Discount,0,5.386447001
60928,9,29.99,1,0,Rural,1,Phone,Discount,0,13.45802366
60930,1,1172.27,1,0,Surburban,1,Multichannel,Discount,0,5.121550917
60931,6,83.71,1,0,Urban,0,Web,Discount,0,14.64225273
60933,3,309.67,1,0,Urban,0,Web,Discount,0,10.60741953
60937,8,30.07,1,0,Surburban,0,Phone,Discount,0,8.530405456
60939,12,148.97,0,1,Urban,1,Phone,Discount,0,11.90010859
60940,3,131.61,1,0,Surburban,1,Web,Discount,0,8.956083177
60942,5,143.33,1,0,Surburban,0,Phone,Discount,0,12.7755858
60944,8,550.05,0,1,Surburban,1,Phone,Discount,0,7.541152962
60948,1,160.94,0,1,Urban,1,Phone,Discount,0,7.491970772
60954,5,67.62,1,0,Urban,1,Phone,Discount,0,7.949471067
60962,1,399.28,1,0,Surburban,0,Multichannel,Discount,0,10.30039235
60968,8,63.72,1,0,Surburban,0,Web,Discount,1,18.3335317
60969,4,289.46,0,1,Urban,0,Phone,Discount,0,7.249835761
60970,9,29.99,1,0,Surburban,0,Web,Discount,0,11.1851291
60972,6,99.5,0,1,Surburban,1,Web,Discount,0,9.695040054
60974,1,29.99,0,1,Surburban,1,Web,Discount,1,27.28735697
60976,11,149.79,0,1,Urban,1,Web,Discount,0,9.470376375
60979,6,78.27,0,1,Urban,0,Web,Discount,1,24.55802969
60980,1,972.3,1,0,Surburban,1,Web,Discount,1,18.39029694
60983,3,632.91,0,1,Urban,1,Web,Discount,0,9.893105121
60984,1,74.39,0,1,Surburban,0,Phone,Discount,0,12.06648509
60985,1,45.57,1,0,Surburban,0,Phone,Discount,0,10.05726711
60987,3,137.59,1,0,Urban,1,Phone,Discount,0,6.383838856
60990,3,260.66,0,1,Urban,0,Multichannel,Discount,0,14.72239782
60993,12,130.84,0,1,Surburban,0,Phone,Discount,0,15.2200153
60996,12,57.59,1,0,Urban,1,Phone,Discount,0,6.959714598
61000,1,29.99,1,0,Surburban,0,Phone,Discount,0,8.614736745
61004,5,211.52,1,1,Surburban,0,Web,Discount,0,5.744675814
61005,3,158.09,0,1,Rural,0,Web,Discount,0,10.48819045
61006,8,380.12,0,1,Urban,0,Phone,Discount,1,25.33072163
61007,9,489.09,1,0,Urban,0,Multichannel,Discount,1,24.86852646
61009,4,362.25,0,1,Surburban,0,Multichannel,Discount,0,4.838479601
61010,2,289.43,1,1,Rural,0,Web,Discount,1,28.92944972
61011,10,43.55,1,0,Rural,0,Phone,Discount,1,27.20954907
61016,2,148.34,1,0,Rural,0,Web,Discount,0,11.47563932
61018,9,99.06,0,1,Surburban,1,Web,Discount,0,2.172028794
61019,3,513.15,1,1,Surburban,1,Phone,Discount,0,3.701786438
61020,6,191.76,1,0,Urban,1,Phone,Discount,1,29.9500572
61021,10,187.81,1,0,Surburban,0,Phone,Discount,0,15.20316569
61022,10,99.44,0,1,Surburban,0,Phone,Discount,0,12.70874505
61023,10,270.2,0,1,Urban,0,Phone,Discount,0,5.8308209
61028,1,548.07,0,1,Urban,1,Phone,Discount,0,10.9040025
61029,5,99.82,0,1,Surburban,0,Web,Discount,1,21.26247691
61030,7,438.46,0,1,Urban,0,Web,Discount,0,11.30291339
61032,10,193.5,1,0,Urban,1,Phone,Discount,0,15.87169657
61035,5,67.71,1,0,Urban,1,Web,Discount,0,8.797323862
61036,2,29.99,0,1,Surburban,0,Web,Discount,0,9.80222649
61043,5,413.44,0,1,Surburban,0,Phone,Discount,0,12.94968217
61049,7,33.04,0,1,Urban,1,Web,Discount,0,5.773167223
61066,1,261.86,0,1,Surburban,1,Web,Discount,0,13.55825105
61068,9,39.62,1,0,Surburban,1,Web,Discount,0,10.88233948
61071,3,1064.2,1,1,Surburban,1,Multichannel,Discount,0,11.79925687
61080,10,223.65,0,1,Urban,1,Phone,Discount,0,2.315880234
61089,2,41.44,1,0,Urban,0,Phone,Discount,0,10.40760226
61091,9,86.45,0,1,Urban,0,Phone,Discount,0,3.903521355
61096,1,29.99,0,1,Surburban,0,Web,Discount,0,7.369664157
61098,1,462.27,1,1,Rural,0,Multichannel,Discount,0,8.395296929
61104,5,84.94,1,0,Urban,1,Web,Discount,0,8.449905578
61118,9,154.54,1,0,Surburban,1,Phone,Discount,0,9.709789449
61123,5,56.67,1,0,Surburban,0,Web,Discount,0,13.88626844
61127,2,172.68,1,0,Surburban,0,Phone,Discount,0,9.789036456
61135,2,276.16,1,1,Surburban,0,Multichannel,Discount,0,10.4236255
61137,2,29.99,1,0,Surburban,1,Phone,Discount,0,3.962102241
61149,1,324.77,1,0,Surburban,0,Multichannel,Discount,0,11.35671858
61151,1,337.73,0,1,Surburban,0,Phone,Discount,0,14.09284917
61156,2,29.99,0,1,Surburban,1,Web,Discount,1,18.30356877
61160,1,205.09,1,0,Urban,0,Phone,Discount,0,12.29548607
61162,5,589.55,0,1,Urban,1,Web,Discount,1,26.07470299
61164,3,101.73,1,0,Surburban,1,Phone,Discount,0,13.4494077
61169,9,209.69,1,0,Urban,0,Phone,Discount,0,13.80732478
61175,3,29.99,1,0,Surburban,1,Phone,Discount,0,9.80762424
61176,2,170.36,0,1,Rural,0,Phone,Discount,1,20.08996884
61177,12,179.82,1,0,Surburban,0,Phone,Discount,0,9.514317171
61178,9,162.11,1,0,Surburban,1,Web,Discount,0,14.99475758
61179,2,136.32,0,1,Urban,0,Web,Discount,0,5.429336574
61180,6,131.83,0,1,Urban,1,Web,Discount,0,11.54032004
61182,6,117.99,1,0,Surburban,1,Web,Discount,0,17.02741154
61184,3,489.48,1,0,Urban,1,Multichannel,Discount,0,7.907116569
61188,9,763.84,1,0,Surburban,1,Multichannel,Discount,0,7.928578448
61202,5,186.11,1,0,Rural,0,Web,Discount,0,15.76832631
61204,7,178.45,0,1,Surburban,0,Phone,Discount,0,14.88180073
61205,4,29.99,0,1,Urban,1,Phone,Discount,0,11.04926379
61207,2,93.79,1,0,Urban,0,Phone,Discount,0,14.26672619
61208,1,740.41,0,1,Surburban,1,Web,Discount,0,11.19444465
61210,10,114.82,0,1,Surburban,0,Web,Discount,0,7.798763249
61213,6,101.76,1,0,Surburban,0,Phone,Discount,0,6.347315487
61217,2,182.47,1,0,Rural,0,Web,Discount,0,13.20311885
61218,1,343.11,0,1,Surburban,0,Web,Discount,1,24.781835
61223,3,226.2,1,0,Surburban,0,Web,Discount,1,25.29656596
61224,2,93.13,1,0,Urban,0,Phone,Discount,0,3.317048477
61233,1,69.92,1,0,Urban,0,Phone,Discount,0,12.96396724
61234,5,289.7,1,0,Urban,0,Web,Discount,0,16.32434205
61237,11,162.13,1,0,Surburban,0,Phone,Discount,0,10.45253525
61242,1,1184.14,1,0,Urban,1,Multichannel,Discount,0,10.21465771
61243,10,325.29,1,1,Urban,0,Phone,Discount,0,11.18252984
61246,10,193.71,0,1,Rural,0,Web,Discount,0,13.19851568
61247,3,165.47,1,0,Surburban,0,Phone,Discount,0,14.99527423
61250,3,112.11,1,0,Surburban,0,Web,Discount,0,5.12866958
61251,8,33.12,0,1,Rural,1,Web,Discount,0,9.87754306
61252,3,333.58,1,1,Urban,0,Multichannel,Discount,0,12.50877766
61257,11,276.75,0,1,Urban,0,Web,Discount,0,23.02206802
61261,12,29.99,1,0,Urban,1,Web,Discount,0,6.680595837
61262,10,36.64,0,1,Surburban,1,Web,Discount,1,27.24293662
61264,4,29.99,1,0,Surburban,0,Web,Discount,0,9.996017658
61267,2,889.6,1,1,Surburban,1,Web,Discount,0,11.97672819
61269,7,211.28,1,0,Urban,0,Multichannel,Discount,0,9.917489932
61272,6,259.62,0,1,Rural,0,Phone,Discount,0,8.800091167
61274,7,29.99,1,0,Urban,0,Phone,Discount,0,4.323137204
61276,10,29.99,0,1,Surburban,1,Web,Discount,0,16.02232695
61281,1,653.21,1,1,Surburban,1,Multichannel,Discount,0,8.900965759
61284,6,57.56,1,0,Surburban,1,Phone,Discount,0,12.24612017
61286,9,366.87,1,0,Rural,0,Web,Discount,1,19.29547943
61287,7,155.12,1,0,Rural,0,Phone,Discount,0,13.88730681
61293,8,367.31,0,1,Surburban,1,Web,Discount,0,13.83278242
61300,6,318.38,1,0,Surburban,0,Multichannel,Discount,0,4.771872418
61303,2,108.22,0,1,Surburban,1,Phone,Discount,0,9.599039076
61307,7,110.4,0,1,Surburban,0,Phone,Discount,0,12.29552974
61310,9,71.91,1,0,Surburban,1,Phone,Discount,0,9.881196094
61312,4,249.38,1,0,Urban,1,Phone,Discount,0,9.021740942
61314,10,128.63,1,0,Surburban,0,Phone,Discount,0,7.151585674
61315,11,49.51,0,1,Surburban,0,Phone,Discount,0,10.61160621
61317,3,29.99,1,0,Urban,1,Phone,Discount,0,5.685629309
61318,5,29.99,0,1,Rural,1,Phone,Discount,0,7.662265925
61323,2,113.95,0,1,Surburban,0,Phone,Discount,0,9.222692267
61324,12,91.57,0,1,Surburban,1,Phone,Discount,0,8.069442325
61325,5,425.29,1,1,Urban,0,Web,Discount,0,22.21670112
61326,10,268.75,0,1,Rural,0,Multichannel,Discount,0,5.407584337
61328,3,180.8,1,0,Surburban,0,Web,Discount,1,25.75468908
61331,7,67.72,0,1,Surburban,1,Phone,Discount,0,8.234777813
61333,6,95.04,1,0,Urban,0,Web,Discount,0,16.079421
61334,5,39.79,1,0,Urban,1,Phone,Discount,0,5.621691199
61337,4,123.06,0,1,Urban,1,Web,Discount,0,6.852170132
61340,2,41.08,1,0,Urban,0,Web,Discount,0,12.33836135
61344,9,62.51,1,0,Rural,1,Web,Discount,0,7.408045494
61347,8,451.64,1,0,Urban,0,Web,Discount,1,22.00387014
61350,12,61.64,1,0,Urban,1,Phone,Discount,0,8.540348079
61352,10,173.23,0,1,Surburban,0,Web,Discount,1,29.20139991
61355,6,892.3,1,0,Rural,1,Multichannel,Discount,0,8.293652026
61356,1,399.6,1,0,Surburban,0,Web,Discount,1,20.39393847
61359,3,29.99,1,0,Urban,1,Web,Discount,0,11.52456887
61360,1,1073.24,1,0,Rural,1,Multichannel,Discount,0,15.455566
61362,8,115.36,0,1,Urban,0,Phone,Discount,0,10.37208269
61365,6,29.99,1,0,Surburban,0,Phone,Discount,0,5.559885694
61372,1,248.07,0,1,Urban,1,Phone,Discount,0,3.58281202
61373,9,37.86,0,1,Rural,1,Web,Discount,0,10.94030582
61375,10,34.43,1,0,Urban,1,Web,Discount,0,10.53171591
61379,2,181.41,0,1,Urban,1,Phone,Discount,0,5.539309882
61383,4,191.8,0,1,Urban,0,Phone,Discount,0,10.11814516
61387,9,90.94,0,1,Surburban,1,Web,Discount,0,2.584149091
61389,6,118.55,0,1,Rural,1,Web,Discount,0,14.83982749
61398,5,800.14,1,0,Surburban,1,Web,Discount,0,8.356699151
61405,1,172.98,1,0,Surburban,0,Web,Discount,0,14.43275138
61408,2,231.9,1,0,Urban,0,Web,Discount,1,24.03270143
61409,10,115.88,1,0,Rural,1,Web,Discount,0,8.79217439
61413,9,52.27,1,0,Surburban,1,Web,Discount,0,13.17516007
61421,6,247.15,1,0,Urban,1,Phone,Discount,0,10.7851504
61428,3,144.3,0,1,Urban,1,Phone,Discount,0,9.396137487
61431,3,234.52,1,0,Surburban,0,Web,Discount,1,23.08798621
61432,10,29.99,1,0,Rural,1,Web,Discount,0,6.68839518
61435,12,71.8,0,1,Urban,0,Phone,Discount,0,14.71814211
61436,6,31.52,1,0,Urban,0,Web,Discount,0,16.30090202
61438,2,29.99,0,1,Surburban,0,Web,Discount,0,4.095468364
61440,5,29.99,1,0,Surburban,0,Web,Discount,0,7.310680426
61441,9,1507.75,0,1,Surburban,1,Multichannel,Discount,0,15.57194918
61448,1,2859.63,1,1,Urban,1,Web,Discount,0,4.077331562
61454,1,162.9,1,0,Surburban,0,Phone,Discount,0,6.168100259
61456,10,453.87,1,0,Urban,0,Multichannel,Discount,0,9.189988683
61459,6,47.15,0,1,Urban,1,Web,Discount,0,17.40374876
61461,1,511.53,1,0,Urban,1,Phone,Discount,0,6.599679857
61463,6,54.31,0,1,Surburban,1,Phone,Discount,0,3.273118651
61469,11,69.78,1,0,Urban,0,Phone,Discount,0,11.48653574
61471,2,98.72,0,1,Rural,1,Phone,Discount,0,12.94246748
61472,1,37.35,0,1,Urban,0,Phone,Discount,0,14.58923987
61474,10,50.3,0,1,Urban,1,Web,Discount,0,8.875391806
61476,7,282.6,1,1,Rural,0,Multichannel,Discount,0,7.950076332
61477,4,34.03,0,1,Surburban,1,Phone,Discount,0,11.52207012
61479,4,96.5,0,1,Surburban,1,Phone,Discount,0,13.26577544
61481,1,702.03,1,1,Urban,1,Phone,Discount,0,12.08948001
61488,6,59.21,0,1,Surburban,1,Phone,Discount,1,29.82800456
61492,8,29.99,0,1,Urban,1,Web,Discount,0,11.61580006
61504,5,545.87,0,1,Surburban,1,Web,Discount,0,19.00761075
61509,10,590.02,0,1,Surburban,1,Web,Discount,0,18.18176321
61513,4,333.9,1,0,Urban,1,Multichannel,Discount,0,6.514228353
61515,8,1192.15,1,1,Urban,1,Phone,Discount,0,6.855741436
61517,9,246.19,0,1,Surburban,0,Phone,Discount,0,15.66396482
61520,2,136.51,0,1,Rural,1,Web,Discount,0,8.935333883
61524,2,356.02,0,1,Surburban,1,Multichannel,Discount,0,16.71393892
61527,4,377.85,1,0,Surburban,0,Phone,Discount,0,11.36532054
61536,6,194.15,1,0,Surburban,1,Web,Discount,0,17.10860701
61537,3,128.38,0,1,Surburban,1,Phone,Discount,0,15.43916769
61539,3,215.41,0,1,Rural,0,Multichannel,Discount,1,24.13930597
61549,9,74.58,0,1,Rural,0,Web,Discount,1,23.05242493
61550,3,473.18,1,0,Urban,1,Multichannel,Discount,1,22.00928139
61555,2,33.15,1,0,Urban,1,Phone,Discount,0,9.307542459
61557,8,601.97,1,1,Urban,1,Multichannel,Discount,1,17.17711632
61558,1,175.91,1,0,Surburban,0,Web,Discount,1,22.37987692
61564,8,256.21,1,1,Rural,0,Web,Discount,0,10.10356285
61569,3,315.45,0,1,Surburban,0,Web,Discount,0,6.766639597
61570,8,127.29,0,1,Urban,0,Web,Discount,0,13.79559693
61571,2,131.27,0,1,Rural,1,Phone,Discount,0,14.55715939
61573,10,48.06,1,0,Urban,0,Phone,Discount,0,5.983998553
61574,4,506.97,1,0,Urban,1,Phone,Discount,0,10.52557769
61576,10,94.07,0,1,Urban,1,Web,Discount,0,16.33755236
61577,1,474.43,1,0,Urban,0,Phone,Discount,0,8.07176261
61579,10,160,1,0,Urban,0,Web,Discount,0,14.79087832
61581,5,175.87,0,1,Rural,1,Phone,Discount,0,14.07077823
61584,2,601.16,1,1,Urban,1,Web,Discount,1,25.61160901
61586,2,222.13,1,0,Surburban,0,Multichannel,Discount,1,23.57139192
61593,2,32.16,0,1,Surburban,1,Phone,Discount,0,8.037501196
61594,6,273.87,1,0,Surburban,0,Multichannel,Discount,0,8.195456794
61600,3,485.46,0,1,Urban,1,Web,Discount,0,9.615912537
61604,9,50.6,0,1,Surburban,1,Web,Discount,0,7.479633127
61609,10,254.42,1,0,Surburban,0,Web,Discount,0,8.262256181
61610,10,509.46,0,1,Rural,1,Multichannel,Discount,0,10.42434185
61614,4,595.04,1,0,Urban,1,Multichannel,Discount,0,8.001039707
61618,7,29.99,1,0,Surburban,1,Web,Discount,0,11.56678881
61619,2,138.3,1,0,Surburban,0,Web,Discount,1,28.66226223
61620,3,127.98,1,0,Rural,1,Phone,Discount,1,24.40340764
61621,1,29.99,0,1,Surburban,1,Web,Discount,0,5.877542457
61626,1,106.24,1,0,Urban,0,Web,Discount,0,4.535583247
61633,1,110.43,0,1,Surburban,0,Phone,Discount,0,15.04938458
61634,3,29.99,0,1,Surburban,0,Web,Discount,1,26.05582975
61639,4,303.33,0,1,Surburban,0,Phone,Discount,0,3.856020067
61643,9,288.9,1,0,Rural,1,Phone,Discount,0,9.842577773
61645,3,185.53,1,0,Urban,0,Web,Discount,0,10.12471211
61646,5,257.57,1,0,Surburban,0,Web,Discount,0,11.34827907
61648,12,29.99,1,0,Surburban,1,Phone,Discount,0,6.414136026
61651,6,194.13,1,0,Surburban,1,Web,Discount,0,2.942645544
61652,2,29.99,1,0,Urban,0,Web,Discount,0,9.734761212
61654,2,29.99,0,1,Surburban,0,Phone,Discount,1,23.46138951
61662,7,86.38,0,1,Rural,0,Web,Discount,0,9.304365335
61663,8,200.34,1,0,Surburban,0,Phone,Discount,0,3.147262011
61664,7,270.04,1,1,Surburban,0,Phone,Discount,0,21.51793518
61665,4,43.09,1,0,Urban,0,Phone,Discount,1,23.43850394
61669,3,29.99,1,0,Rural,0,Phone,Discount,0,7.237056457
61672,4,34.18,1,0,Urban,1,Phone,Discount,0,5.281787713
61673,1,1147.55,1,0,Surburban,1,Web,Discount,0,8.459731639
61676,9,327.29,0,1,Surburban,1,Multichannel,Discount,0,4.504630279
61677,1,1407.9,0,1,Urban,1,Web,Discount,1,24.41249521
61678,10,353.56,1,0,Urban,1,Web,Discount,0,17.35084806
61680,11,45.99,0,1,Surburban,1,Web,Discount,0,9.191262096
61681,11,95.85,0,1,Urban,1,Web,Discount,0,11.72505874
61686,10,332.98,0,1,Surburban,0,Phone,Discount,1,28.75033359
61690,1,100.71,1,0,Surburban,0,Phone,Discount,0,6.370893742
61692,1,125.81,0,1,Surburban,0,Phone,Discount,0,8.421377229
61702,7,314.26,1,0,Rural,0,Phone,Discount,0,7.404187476
61705,10,313.54,1,0,Urban,1,Web,Discount,0,13.41499377
61706,1,247.28,1,1,Urban,0,Phone,Discount,1,24.77593411
61707,5,124.21,1,0,Surburban,1,Phone,Discount,0,12.01912504
61709,2,505.17,1,0,Surburban,1,Web,Discount,0,11.30726821
61717,1,161.17,1,0,Urban,1,Web,Discount,0,11.6833254
61721,6,32,1,0,Urban,1,Web,Discount,0,10.57681738
61724,7,173.35,1,0,Urban,0,Phone,Discount,0,4.040092761
61726,3,346.88,1,1,Urban,0,Phone,Discount,1,27.84415124
61728,6,123.41,0,1,Surburban,1,Web,Discount,0,10.46225725
61729,10,565.41,0,1,Urban,1,Web,Discount,1,25.65153274
61730,4,150.28,1,0,Surburban,0,Phone,Discount,0,9.785409944
61732,1,738.5,1,0,Surburban,1,Web,Discount,0,10.61617826
61733,1,144.58,0,1,Urban,1,Phone,Discount,0,6.270268576
61738,3,109.52,0,1,Surburban,0,Web,Discount,0,8.915852167
61749,3,126.35,0,1,Rural,0,Web,Discount,1,25.55588711
61751,10,261.12,0,1,Urban,1,Multichannel,Discount,0,12.36853433
61755,7,591.88,0,1,Urban,1,Multichannel,Discount,0,8.153235952
61756,3,521.24,0,1,Urban,1,Web,Discount,0,9.847384269
61757,9,720.44,0,1,Surburban,1,Web,Discount,0,14.50069729
61759,9,50.25,0,1,Surburban,1,Phone,Discount,0,7.089113232
61760,5,29.99,1,0,Urban,1,Web,Discount,0,11.29548975
61762,1,60.83,1,0,Urban,0,Web,Discount,1,15.31112088
61764,6,63.99,1,0,Surburban,0,Phone,Discount,0,9.453216634
61766,8,111.37,0,1,Surburban,1,Phone,Discount,0,8.085321021
61770,3,37.38,1,0,Surburban,0,Web,Discount,0,10.43675795
61771,9,216.12,0,1,Surburban,0,Web,Discount,1,26.58582569
61773,10,216.73,1,0,Urban,1,Web,Discount,0,15.17107611
61774,2,294.11,0,1,Surburban,0,Phone,Discount,0,0.996237348
61778,9,32.93,0,1,Rural,1,Phone,Discount,0,3.528722716
61780,1,176.6,0,1,Urban,0,Web,Discount,1,26.43373102
61781,3,113.77,1,0,Surburban,0,Phone,Discount,0,12.18352401
61782,10,93.26,1,0,Surburban,0,Phone,Discount,0,4.652796126
61788,3,553.91,1,0,Surburban,1,Phone,Discount,1,23.39200838
61792,12,947,1,1,Urban,1,Web,Discount,0,7.862255894
61795,1,702.94,0,1,Urban,1,Phone,Discount,0,20.28611264
61798,3,338.44,1,1,Surburban,1,Phone,Discount,1,26.03672994
61802,4,553.47,0,1,Urban,1,Web,Discount,1,21.96910204
61804,1,947.34,1,0,Urban,1,Phone,Discount,0,13.21481979
61805,11,29.99,0,1,Urban,1,Phone,Discount,0,10.40710535
61807,2,520.15,0,1,Urban,1,Web,Discount,1,22.12495667
61814,11,29.99,1,0,Urban,1,Phone,Discount,0,4.523115151
61823,5,1134.23,1,0,Urban,1,Phone,Discount,0,9.525807765
61827,10,361.42,0,1,Urban,1,Web,Discount,0,5.621587587
61829,1,342.13,1,0,Rural,1,Phone,Discount,1,24.16473618
61834,11,29.99,1,0,Surburban,1,Web,Discount,0,12.11513895
61836,3,262,1,1,Urban,0,Phone,Discount,0,11.97354109
61838,1,92.66,0,1,Surburban,0,Phone,Discount,0,12.96752218
61839,4,92.12,0,1,Surburban,1,Phone,Discount,0,5.963545717
61840,3,203.34,1,0,Urban,0,Multichannel,Discount,0,8.701555488
61843,4,385.87,1,0,Surburban,0,Phone,Discount,0,11.30996786
61848,3,29.99,0,1,Urban,1,Web,Discount,0,8.659340312
61849,2,29.99,1,0,Surburban,1,Phone,Discount,0,9.266931743
61851,8,743.48,1,0,Surburban,1,Multichannel,Discount,0,7.742653786
61855,10,86.47,1,0,Urban,1,Web,Discount,0,6.592039374
61859,4,52.23,1,0,Rural,1,Web,Discount,0,11.12565403
61863,6,29.99,0,1,Surburban,0,Phone,Discount,0,10.97428152
